URN,LA (code),EstablishmentNumber
133516,830,2012
133517,320,6061
133518,208,6404
133519,811,2003
133520,308,2093
133521,330,6102
133522,933,6210
133523,703,6337
133524,212,6404
133525,320,2084
133526,302,6113
133527,933,6203
133528,306,6095
133529,380,9901
133530,210,9901
133531,334,1104
133532,931,2613
133533,302,6114
133534,875,6029
133535,320,940
133536,703,6338
133537,874,2457
133538,830,2013
133539,886,6093
133540,888,6050
133541,889,6009
133542,846,6049
133543,703,6339
133544,703,6340
133545,205,4320
133546,888,2841
133547,916,940
133548,867,940
133549,840,940
133550,928,2228
133551,928,3513
133552,928,2230
133553,302,6115
133554,420,3005
133555,383,2513
133556,331,3010
133557,703,6341
133558,394,2340
133559,394,2341
133560,933,2334
133561,301,4029
133562,703,6342
133563,881,1107
133564,357,6055
133565,373,942
133566,931,940
133567,889,6008
133568,703,6343
133569,877,940
133570,873,6041
133571,806,1100
133572,877,1104
133573,881,3825
133574,211,2004
133575,933,940
133576,357,2080
133577,703,6344
133578,870,6015
133579,352,6056
133580,868,4084
133581,850,7001
133582,866,3464
133583,860,1109
133584,208,2905
133585,831,8012
133586,825,7001
133587,873,1104
133588,873,1101
133589,894,1101
133590,210,1102
133591,873,1102
133592,873,1103
133593,703,6345
133594,703,6346
133595,887,9900
133596,820,6018
133597,810,2003
133598,330,2483
133599,204,4318
133600,928,2231
133601,928,2232
133602,879,2730
133603,330,6103
133604,812,3527
133605,935,2931
133606,845,6050
133607,703,6331
133608,204,8600
133609,816,2028
133610,816,2029
133611,908,940
133612,381,6011
133613,341,941
133614,888,940
133615,341,3024
133616,204,6411
133617,204,6412
133618,204,6413
133619,867,2814
133620,302,9901
133621,384,2208
133622,888,2840
133623,373,2367
133624,835,9900
133625,312,4023
133626,703,6347
133627,886,3299
133628,881,6047
133629,205,9902
133630,928,9900
133631,888,6052
133632,887,2686
133633,384,6121
133634,703,6348
133635,703,6349
133636,703,6350
133637,371,2209
133638,890,4405
133639,846,7034
133640,810,6004
133641,358,2079
133642,358,2078
133643,703,6352
133644,931,4145
133645,888,2842
133646,211,6392
133647,208,6405
133648,888,941
133649,837,940
133650,936,6582
133651,873,6032
133652,808,2014
133653,845,7000
133654,703,6353
133655,928,1104
133656,882,1100
133657,703,6354
133658,886,3891
133659,806,2001
133660,304,1105
133661,881,3826
133662,208,3000
133663,886,3892
133664,703,6355
133665,703,6356
133666,938,6259
133667,331,940
133668,310,1003
133669,204,2900
133670,371,1105
133671,381,2095
133672,877,4230
133673,382,1101
133674,916,1103
133675,852,1100
133676,877,2732
133677,877,2731
133678,355,1103
133679,811,1100
133680,393,3010
133681,825,1104
133682,856,1102
133683,336,4900
133684,831,4900
133685,926,4901
133686,855,9565
133687,800,8220
133688,888,7110
133689,801,1101
133690,830,1110
133691,341,3025
133692,703,6357
133693,381,1101
133694,333,1105
133695,318,1100
133696,372,1103
133697,335,6905
133698,878,6055
133699,873,2454
133700,813,2003
133701,840,2004
133702,341,3026
133703,891,4465
133704,852,2003
133705,703,6358
133706,703,6359
133707,309,3001
133708,894,4439
133709,371,2210
133710,353,2111
133711,353,2112
133712,353,2113
133713,703,6360
133714,391,7037
133715,935,1107
133716,880,1106
133717,928,1105
133718,384,7054
133719,384,7055
133720,334,2098
133721,936,2964
133722,306,1106
133723,351,2051
133724,304,4033
133725,393,4033
133726,909,2722
133727,909,2721
133728,318,2040
133729,330,2485
133730,330,2484
133731,936,1009
133732,928,3205
133733,928,4103
133734,359,1102
133735,811,1101
133736,359,1101
133737,359,1100
133738,919,6242
133739,886,7071
133740,836,7016
133741,319,7006
133742,319,7007
133743,868,7206
133744,921,1102
133745,921,1103
133746,335,1102
133747,852,7050
133748,343,7014
133749,302,1102
133750,805,1101
133751,703,6361
133752,380,1105
133753,380,1106
133754,315,1100
133755,800,1101
133756,825,3377
133757,894,2204
133758,384,2209
133759,330,2486
133760,938,9901
133761,209,1102
133762,830,1109
133763,320,1102
133764,320,1101
133765,320,1100
133766,861,2120
133767,887,1108
133768,806,6905
133769,303,6905
133770,352,2010
133771,882,3822
133772,933,1104
133773,919,3978
133774,315,3507
133775,865,3462
133776,931,1106
133777,874,7023
133778,850,1118
133779,391,7038
133780,878,3774
133781,359,3435
133782,873,3885
133783,919,
133784,330,
133785,330,
133786,330,
133787,330,
133788,330,
133789,800,
133790,800,
133791,380,
133792,836,
133793,836,
133794,350,
133795,846,
133796,846,
133797,305,
133798,803,
133799,801,
133800,909,
133801,873,
133802,875,
133803,881,
133804,881,
133805,881,
133806,886,
133807,886,
133808,937,
133809,331,
133810,303,
133811,831,
133812,840,
133813,211,
133814,316,
133815,206,
133816,201,
133817,878,
133818,916,
133819,916,
133820,936,
133821,936,
133822,382,
133823,825,
133824,810,
133825,314,
133826,341,
133827,341,
133828,888,
133829,341,
133830,888,
133831,888,
133832,856,
133833,856,
133834,855,
133835,925,
133836,925,
133837,383,
133838,383,
133839,383,
133840,383,
133841,821,
133842,352,
133843,352,
133844,352,
133845,355,
133846,352,
133847,886,
133848,820,
133849,826,
133850,308,
133851,206,
133852,391,
133853,926,
133854,391,
133855,891,
133856,891,
133857,928,
133858,926,
133859,202,
133860,213,
133861,213,
133862,202,
133863,931,
133864,931,
133865,879,
133866,879,
133867,851,
133868,938,
133869,888,
133870,872,
133871,373,
133872,373,
133873,210,
133874,208,
133875,203,
133876,203,
133877,209,
133878,852,
133879,852,
133880,850,
133881,394,
133882,860,
133883,860,
133884,212,
133885,212,
133886,315,
133887,207,
133888,207,
133889,207,
133890,207,
133891,894,
133892,878,
133893,878,3779
133894,806,
133895,318,
133896,936,
133897,312,
133898,213,
133899,213,
133900,213,
133901,307,
133902,202,
133903,202,
133904,202,
133905,202,
133906,202,
133907,202,
133908,202,
133909,202,
133910,213,
133911,885,
133912,336,
133913,816,
133914,816,
133915,877,3643
133916,703,6362
133917,919,9900
133918,357,1101
133919,357,1102
133920,820,9901
133921,320,1103
133922,892,6014
133923,213,1101
133924,825,9903
133925,350,2084
133926,350,2085
133927,210,9902
133928,826,1106
133929,351,3352
133930,873,3386
133931,317,3516
133932,317,3517
133933,317,3518
133934,317,3519
133935,317,3520
133936,317,3521
133937,317,3522
133938,317,3523
133939,317,3524
133940,317,3525
133941,909,6052
133942,371,4607
133943,852,2004
133944,351,3353
133945,352,1102
133946,816,4703
133947,830,1111
133948,916,6077
133949,879,6008
133950,703,6368
133951,703,6367
133952,703,6366
133953,703,6365
133954,703,6364
133955,703,6363
133956,881,4735
133957,882,3823
133958,703,6369
133959,703,6370
133960,703,6371
133961,886,3893
133962,856,3432
133963,837,2007
133964,850,6079
133965,812,3516
133966,703,6372
133967,938,3358
133968,938,3359
133969,938,3360
133970,938,3361
133971,938,3362
133972,938,3363
133973,938,3364
133974,703,6373
133975,919,1028
133976,860,9901
133977,392,9900
133978,703,6374
133979,812,940
133980,350,3370
133981,887,9901
133982,830,3546
133983,703,6375
133984,925,1104
133985,802,3451
133986,937,3594
133987,889,3998
133988,304,1106
133989,860,6026
133990,311,1103
133991,373,8023
133992,704,6019
133993,860,3491
133994,373,3429
133995,330,3420
133996,330,3421
133997,304,1107
133998,304,1108
133999,812,9901
134000,893,6026
134001,372,940
134002,894,940
134003,315,6906
134004,209,940
134005,381,940
134006,928,942
134007,856,1101
134008,305,3508
134009,205,3649
134010,205,6401
134011,887,3757
134012,878,6056
134013,203,3669
134014,873,3387
134015,703,6376
134016,703,6377
134017,703,6378
134018,353,940
134019,331,3436
134020,835,3407
134021,881,3782
134022,881,3781
134023,355,6038
134024,392,1104
134025,392,1105
134026,392,1106
134027,703,6379
134028,891,3772
134029,354,940
134030,206,7031
134031,308,1107
134032,820,1104
134033,931,3837
134034,330,6104
134035,925,6047
134036,803,4104
134037,703,6138
134038,703,6079
134039,703,6081
134040,703,6031
134041,212,2005
134042,938,4003
134043,926,2001
134044,926,2006
134045,926,2005
134046,358,1100
134047,358,1101
134048,306,1107
134049,926,2008
134050,703,6016
134051,926,2011
134052,926,2016
134053,380,2002
134054,935,6081
134055,370,1101
134056,869,1106
134057,886,2065
134058,894,1102
134059,894,1103
134060,894,1104
134061,305,3003
134062,908,7001
134063,938,7019
134064,356,7103
134065,881,2020
134066,330,3412
134067,703,6092
134068,320,1104
134069,891,940
134070,315,940
134071,826,2016
134072,826,2017
134073,826,3376
134074,873,2003
134075,841,2003
134076,806,2002
134077,835,2004
134078,840,2005
134079,931,9902
134080,835,3408
134081,703,6086
134082,703,6093
134083,330,3413
134084,309,6087
134085,871,6003
134086,208,6406
134087,919,6243
134088,343,1102
134089,855,1101
134090,855,1100
134091,330,6105
134092,330,941
134093,330,942
134094,330,2004
134095,807,3388
134096,807,3389
134097,351,6011
134098,330,2005
134099,330,2011
134100,881,7001
134101,928,940
134102,330,2015
134103,928,941
134104,928,943
134105,330,6011
134106,875,2011
134107,810,940
134108,936,1120
134109,936,1121
134110,937,7002
134111,893,6027
134112,883,4029
134113,702,6094
134114,703,6095
134115,707,6007
134116,933,6204
134117,909,2002
134118,303,2009
134119,937,6102
134120,936,4028
134121,703,6390
134122,703,6392
134123,703,6393
134124,703,6391
134125,703,6394
134126,880,7046
134127,888,1113
134128,888,1114
134129,888,1115
134130,888,1116
134131,846,941
134132,891,3787
134133,865,3463
134134,866,2011
134135,909,940
134136,931,2002
134137,821,6005
134138,352,6057
134139,830,3547
134140,380,6114
134141,801,6022
134142,210,6393
134143,356,8605
134144,820,941
134145,212,6405
134146,892,942
134147,925,6048
134148,845,6051
134149,211,6393
134150,887,7016
134151,866,3460
134152,359,940
134153,931,8004
134154,211,
134155,821,2006
134156,331,1105
134157,861,1101
134158,383,1110
134159,861,1111
134160,211,2005
134161,840,9901
134162,888,9900
134163,309,4704
134164,826,2012
134165,319,2002
134166,931,6121
134167,380,4900
134168,894,941
134169,876,940
134170,317,6075
134171,878,3375
134172,878,2022
134173,878,2013
134174,878,2042
134175,305,6079
134176,703,6395
134177,928,4005
134178,320,2005
134179,873,6033
134180,813,941
134181,330,943
134182,372,941
134183,209,4900
134184,394,7001
134185,303,2019
134186,877,6001
134187,393,2001
134188,706,6008
134189,303,4604
134190,916,7025
134191,909,6053
134192,213,6393
134193,873,7001
134194,209,4041
134195,351,4005
134196,355,4018
134197,919,2001
134198,208,6407
134199,865,4001
134200,935,2004
134201,703,6170
134202,891,2006
134203,703,6139
134204,886,6094
134205,931,6122
134206,310,6078
134207,703,6173
134208,865,9900
134209,703,6182
134210,341,2001
134211,928,2029
134212,703,6184
134213,320,2013
134214,909,3661
134215,320,2018
134216,703,6226
134217,307,3511
134218,891,2007
134219,856,941
134220,354,2001
134221,801,6905
134222,210,6905
134223,806,6906
134224,352,6905
134225,210,6906
134226,304,6905
134227,925,7029
134228,925,7030
134229,925,7031
134230,393,2002
134231,373,3430
134232,805,940
134233,302,6116
134234,310,6082
134235,371,3324
134236,371,2032
134237,350,3371
134238,800,3446
134239,800,3447
134240,812,4901
134241,801,1012
134242,837,6035
134243,313,6072
134244,317,6076
134245,341,2004
134246,353,2001
134247,308,6066
134248,875,2012
134249,875,2013
134250,341,2006
134251,871,2012
134252,889,1101
134253,892,6905
134254,306,2004
134255,352,941
134256,336,1103
134257,336,1104
134258,889,7001
134259,806,2003
134260,881,1108
134261,336,7015
134262,894,2034
134263,335,4008
134264,304,1109
134265,373,1105
134266,373,1104
134267,806,2004
134268,212,6406
134269,331,1106
134270,370,6003
134271,205,6307
134272,874,7024
134273,205,3650
134274,206,1110
134275,206,1111
134276,352,1103
134277,887,1109
134278,384,2001
134279,330,2019
134280,330,2020
134281,330,2021
134282,845,941
134283,357,4006
134284,372,1104
134285,350,1104
134286,350,1105
134287,350,1106
134288,350,1107
134289,821,6010
134290,350,1108
134291,350,1109
134292,350,1110
134293,350,1111
134294,831,6006
134295,938,6266
134296,886,6095
134297,359,7001
134298,341,1106
134299,703,6096
134300,826,6006
134301,894,6006
134302,373,2369
134303,881,2021
134304,867,2815
134305,856,2388
134306,874,2458
134307,308,2094
134308,330,944
134309,936,941
134310,826,1107
134311,308,6905
134312,894,2035
134313,315,1101
134314,206,6905
134315,813,6004
134316,356,6029
134317,383,2002
134318,826,3383
134319,383,3916
134320,826,1108
134321,876,1100
134322,876,1101
134323,703,6397
134324,703,6398
134325,886,1116
134326,886,1117
134327,806,1118
134328,806,1101
134329,340,1101
134330,311,1104
134331,311,1105
134332,311,1106
134333,869,1110
134334,203,1107
134335,706,6009
134336,875,3802
134337,870,9900
134338,855,6022
134339,826,6007
134340,333,6001
134341,802,6009
134342,352,6059
134343,343,3378
134344,359,6092
134345,332,6002
134346,806,1102
134347,855,1103
134348,855,1104
134349,703,6399
134350,872,1107
134351,860,1110
134352,878,1104
134353,860,3492
134354,313,1101
134355,313,1102
134356,313,1103
134357,303,3508
134358,303,3509
134359,703,6400
134360,871,1109
134361,351,4801
134362,935,3343
134363,371,3325
134364,703,6401
134365,938,6269
134366,317,1101
134367,888,1117
134368,812,1100
134369,307,6905
134370,204,6414
134371,343,3385
134372,886,6099
134373,835,1105
134374,835,1106
134375,878,3776
134376,384,3341
134377,886,6098
134378,886,6102
134379,886,6100
134380,825,6034
134381,384,6122
134382,331,6026
134383,886,6101
134384,203,6301
134385,352,6061
134386,380,6115
134387,704,6020
134388,301,6002
134389,393,3316
134390,893,1100
134391,330,6108
134392,826,6008
134393,812,6002
134394,826,6009
134395,830,6027
134396,341,6050
134397,703,6402
134398,881,6048
134399,209,6364
134400,209,6363
134401,341,6049
134402,203,6300
134403,330,6109
134404,830,6028
134405,383,3917
134406,383,3918
134407,383,3921
134408,383,3920
134409,206,6382
134410,320,6065
134411,313,940
134412,703,6403
134413,206,3644
134414,335,6012
134415,825,6035
134416,319,6071
134417,316,6064
134418,320,6063
134419,382,6023
134420,703,6404
134421,830,6026
134422,336,6024
134423,826,3384
134424,872,6013
134425,892,3322
134426,331,3437
134427,380,6118
134428,825,6036
134429,380,6117
134430,703,6405
134431,212,6407
134432,383,6122
134433,936,6583
134434,926,6151
134435,840,6007
134436,845,6052
134437,703,6406
134438,855,6020
134439,703,6407
134440,926,6150
134441,801,6023
134442,801,6024
134443,878,6057
134444,830,9902
134445,703,6441
134446,801,6025
134447,835,6036
134448,926,6155
134449,306,3414
134450,336,9900
134451,881,3830
134452,886,6104
134453,860,6027
134454,873,6034
134455,926,6153
134456,801,6026
134457,881,6050
134458,332,6004
134459,865,6036
134460,865,6037
134461,874,3384
134462,703,6408
134463,916,6078
134464,331,6027
134465,306,6098
134466,372,6003
134467,825,6037
134468,925,6049
134469,358,6018
134470,208,6408
134471,341,3961
134472,841,3514
134473,929,3918
134474,929,4817
134475,306,3415
134476,330,3428
134477,330,3429
134478,850,6080
134479,352,3505
134480,935,6082
134481,886,6105
134482,319,6072
134483,816,6009
134484,830,6029
134485,830,6030
134486,830,6031
134487,881,6051
134488,919,6244
134489,850,6082
134490,879,6009
134491,394,6016
134492,938,6261
134493,356,6030
134494,831,6007
134495,371,6012
134496,878,6058
134497,837,6007
134498,938,6262
134499,933,1105
134500,870,6012
134501,311,6062
134502,850,6081
134503,820,6019
134504,921,6043
134505,845,6053
134506,933,6206
134507,208,3642
134508,866,6002
134509,302,6117
134510,874,6001
134511,937,6103
134512,393,4605
134513,383,3922
134514,383,4851
134515,886,3896
134516,383,3923
134517,353,7014
134518,933,1106
134519,933,1107
134520,933,1108
134521,892,1108
134522,335,1103
134523,335,1104
134524,703,6409
134525,821,1102
134526,801,1103
134527,916,3369
134528,341,3962
134529,852,1115
134530,878,1108
134531,878,1109
134532,394,3332
134533,331,7022
134534,334,1105
134535,928,1106
134536,801,1104
134537,703,6410
134538,371,3326
134539,807,3393
134540,703,6411
134541,703,6412
134542,703,6419
134543,703,6413
134544,703,6414
134545,703,6418
134546,840,6008
134547,703,6420
134548,703,6415
134549,703,6416
134550,703,6421
134551,703,6422
134552,703,6423
134553,703,6424
134554,703,6425
134555,703,6426
134556,703,6427
134557,936,3935
134558,875,6032
134559,825,6038
134560,886,6106
134561,313,6073
134562,936,6585
134563,881,6052
134564,889,6010
134565,392,6010
134566,893,6028
134567,307,6083
134568,801,6027
134569,885,6037
134570,341,6051
134571,330,6106
134572,330,6107
134573,210,6394
134574,373,6030
134575,354,6006
134576,306,6097
134577,316,6063
134578,926,6149
134579,320,6064
134580,308,6068
134581,309,6083
134582,886,6097
134583,875,6030
134584,308,6067
134585,306,6096
134586,908,6094
134587,380,6116
134588,825,6039
134589,811,6007
134590,352,6058
134591,316,6065
134592,886,6096
134593,352,6060
134594,315,6081
134595,856,6018
134596,810,1112
134597,307,1104
134598,888,3998
134599,888,3996
134600,703,6428
134601,352,1104
134602,870,940
134603,888,3995
134604,703,6429
134605,886,6108
134606,886,6107
134607,826,9901
134608,703,6430
134609,703,6431
134610,332,6003
134611,937,3595
134612,204,1108
134613,213,1102
134614,937,6104
134615,925,4609
134616,703,6432
134617,935,1108
134618,703,6433
134619,703,6434
134620,703,6435
134621,808,3393
134622,380,940
134623,356,1103
134624,702,6509
134625,888,7111
134626,810,7028
134627,316,6066
134628,826,3385
134629,831,3544
134630,826,4703
134631,826,4704
134632,305,4604
134633,810,7029
134634,845,6054
134635,204,1103
134636,845,940
134637,703,6437
134638,703,6438
134639,204,3664
134640,855,7215
134641,878,3777
134642,703,6439
134643,202,1103
134644,394,3333
134645,852,6010
134646,350,4805
134647,703,6440
134648,875,6031
134649,891,6022
134650,343,6052
134651,871,3365
134652,850,3199
134653,928,3508
134654,341,7066
134655,341,7067
134656,341,7068
134657,840,3524
134658,341,7069
134659,381,3332
134660,815,6036
134661,342,3828
134662,840,7033
134663,840,7034
134664,207,6401
134665,860,3493
134666,860,3494
134667,861,3488
134668,313,6074
134669,703,6442
134670,703,6443
134671,881,6049
134672,869,6015
134673,330,3430
134674,878,1008
134675,313,1104
134676,302,1103
134677,302,3518
134678,803,3439
134680,309,3511
134681,309,3512
134682,919,3979
134683,208,9900
134684,919,3980
134685,919,3981
134686,370,3323
134687,370,3324
134688,370,3325
134689,382,7015
134690,703,6445
134691,703,6446
134692,703,6444
134693,204,6905
134694,933,1109
134695,933,1110
134696,933,1111
134697,933,1112
134698,933,1113
134699,933,1114
134700,908,3893
134701,821,3363
134702,837,4603
134703,359,3436
134704,882,3824
134705,807,3394
134706,807,3395
134707,885,3394
134708,808,3394
134709,836,3613
134710,343,4802
134711,343,4803
134712,358,1102
134713,812,6003
134714,816,6010
134715,888,6055
134716,919,3982
134717,826,3388
134718,881,3831
134719,841,3515
134720,336,3317
134721,331,9901
134722,341,3963
134723,341,3964
134724,831,4608
134725,875,6035
134726,908,3894
134727,816,7032
134728,816,7033
134729,929,3919
134730,703,6447
134731,936,3936
134732,936,3937
134733,935,3344
134734,850,3667
134735,205,6404
134736,703,6448
134737,703,6449
134738,886,3897
134739,909,3662
134740,867,3357
134741,811,3508
134742,359,3437
134743,890,3814
134744,856,3433
134745,331,3438
134746,703,6450
134747,703,6451
134748,703,6452
134749,703,6453
134750,703,6454
134751,373,3433
134752,908,1101
134753,908,1102
134754,908,1103
134755,908,1104
134756,908,1105
134757,908,1106
134758,933,1115
134759,353,1100
134760,883,1103
134761,908,1107
134762,935,1109
134763,308,1108
134764,309,6086
134765,873,1105
134766,875,1103
134767,883,7072
134768,332,1104
134769,850,6084
134770,888,6054
134771,703,6455
134772,703,6456
134773,830,3549
134774,330,3431
134775,880,3751
134776,938,3365
134777,860,3495
134778,871,3366
134779,356,3525
134780,303,3510
134781,909,6054
134782,206,6381
134783,886,7072
134784,353,3504
134785,343,3379
134786,919,6256
134787,935,3345
134788,865,3464
134789,909,3663
134790,703,6457
134791,938,3370
134792,908,3895
134793,921,3316
134794,703,6458
134795,703,6459
134796,703,6460
134797,312,6905
134798,302,6905
134799,931,6123
134800,309,6084
134801,335,3326
134802,879,3767
134803,879,3768
134804,371,1106
134805,821,6006
134806,384,6123
134807,821,6007
134808,212,6409
134809,856,6017
134810,211,6394
134811,207,6402
134812,208,6409
134813,393,7006
134814,928,6905
134815,208,6905
134816,909,6055
134817,931,6124
134818,307,6337
134819,330,6110
134820,887,4900
134821,811,4900
134822,207,6403
134823,887,3758
134824,703,6461
134825,703,6467
134826,703,6463
134827,203,6376
134828,936,3939
134829,802,3452
134830,802,3453
134831,826,6010
134832,928,6068
134833,936,6584
134834,888,6087
134835,703,6464
134836,703,6465
134837,938,3367
134838,703,6466
134839,707,2026
134840,330,3432
134841,892,3323
134842,892,3324
134843,892,3325
134844,850,1005
134845,357,2081
134846,304,1110
134847,317,1103
134848,806,6001
134849,811,6008
134850,210,6395
134851,894,3360
134852,894,3361
134853,808,3395
134854,302,3519
134855,840,3516
134856,840,3517
134857,886,3898
134858,887,6007
134859,878,1110
134860,882,3825
134861,882,3826
134862,801,3431
134863,801,3432
134864,207,6404
134865,342,7008
134866,875,3803
134867,813,3508
134868,925,3506
134869,850,1119
134870,936,1122
134871,936,1123
134872,888,1118
134873,870,1110
134874,935,1110
134875,928,1107
134876,202,1104
134877,928,3509
134878,933,6205
134879,354,6007
134880,860,1111
134881,851,7471
134882,935,3346
134883,356,3526
134884,383,7074
134885,383,7073
134886,213,1103
134887,319,6073
134888,342,7009
134889,892,7041
134890,306,6099
134891,310,6080
134892,836,3614
134893,874,6035
134894,873,3389
134895,304,3604
134896,938,3368
134897,875,3804
134898,860,3496
134899,872,3370
134900,928,3510
134901,355,7030
134902,936,7069
134903,210,3670
134904,887,3759
134905,856,6019
134906,889,4799
134907,860,6028
134908,330,6111
134909,933,6207
134910,830,1112
134911,207,6405
134912,925,6050
134913,383,3925
134914,801,3433
134915,801,3434
134916,392,8601
134917,800,3448
134918,935,1111
134919,316,1101
134920,870,1111
134921,886,3461
134922,885,3395
134923,703,6468
134924,937,3596
134925,821,6008
134926,826,6011
134927,933,6208
134928,916,3370
134929,310,3511
134930,891,3788
134931,703,6296
134932,318,6081
134933,919,6209
134934,703,6469
134935,311,1107
134936,873,6036
134937,873,7025
134938,857,6005
134939,207,6406
134940,882,6053
134941,938,6263
134942,926,3418
134943,926,3419
134944,926,3420
134945,850,3668
134946,879,940
134947,344,940
134948,382,942
134949,846,940
134950,909,949
134951,882,940
134952,384,940
134953,860,940
134954,865,940
134955,926,3421
134956,926,3422
134957,926,3423
134958,926,3424
134959,373,3431
134960,926,3425
134961,204,3665
134962,926,3426
134963,926,3427
134964,926,3428
134965,926,3429
134966,354,3511
134967,890,3815
134968,351,1102
134969,311,1108
134970,331,1107
134971,886,7073
134972,873,7026
134973,383,3926
134974,938,3369
134975,886,3899
134976,886,940
134977,865,3465
134978,926,6419
134979,873,3390
134980,935,942
134981,866,4087
134982,330,6112
134983,210,1103
134984,870,1112
134985,919,4802
134986,703,6470
134987,835,3699
134988,343,3380
134989,888,4799
134990,888,4800
134991,888,1049
134992,865,3466
134993,333,6905
134994,888,4801
134995,888,4802
134996,888,4803
134997,888,4804
134998,875,3805
134999,894,3362
135000,888,4805
135001,392,6011
135002,874,4082
135003,888,4806
135004,312,6906
135005,933,6209
135006,938,6264
135007,371,6905
135008,356,3528
135009,936,3940
135010,319,1102
135011,315,6160
135012,888,7112
135013,888,7113
135014,888,7114
135015,888,7115
135016,335,3327
135017,354,3512
135018,886,6103
135019,875,3807
135020,384,3342
135021,820,3351
135022,884,6015
135023,703,6471
135024,209,6365
135025,701,6471
135026,701,6008
135027,352,6062
135028,916,4608
135029,333,3406
135030,382,3410
135031,894,3363
135032,333,3407
135033,881,940
135034,885,3010
135035,885,4001
135036,885,3011
135037,885,3109
135038,885,2902
135039,885,4004
135040,885,2903
135041,885,3012
135042,885,3013
135043,885,3015
135044,885,2904
135045,885,2905
135046,885,3330
135047,885,2907
135048,885,3016
135049,885,2908
135050,885,2910
135051,885,3021
135052,885,2911
135053,885,2912
135054,371,940
135055,885,3023
135056,885,3024
135057,885,3331
135058,885,3026
135059,885,3332
135060,885,4501
135061,885,4503
135062,885,4007
135063,928,3511
135064,929,3920
135065,813,6003
135066,926,6152
135067,885,3400
135068,811,6009
135069,800,7036
135070,209,6906
135071,355,6905
135072,302,6118
135073,209,6905
135074,891,6023
135075,885,3369
135076,885,3397
135077,811,3509
135078,811,3510
135079,869,3359
135080,869,3360
135081,335,3329
135082,213,6394
135083,919,3983
135084,919,3984
135085,343,3382
135086,302,3520
135087,706,7004
135088,841,3517
135089,889,4800
135090,313,6081
135091,316,6067
135092,888,6095
135093,933,1116
135094,933,1117
135095,933,1118
135096,350,4806
135097,916,6081
135098,382,3411
135099,871,3367
135100,886,3905
135101,330,6114
135102,908,942
135103,938,6270
135104,893,6103
135105,850,6086
135106,886,3906
135107,826,3389
135108,892,1012
135109,925,3508
135110,938,6273
135111,938,6272
135112,938,6271
135113,841,6003
135114,885,6035
135115,811,3513
135116,831,3546
135117,886,3908
135118,886,3907
135119,926,7021
135120,831,6905
135121,341,6081
135122,357,4606
135123,357,4605
135124,320,3310
135125,886,3909
135126,808,3397
135127,350,1114
135128,350,1115
135129,350,1116
135130,886,3910
135131,873,3942
135132,873,3943
135133,886,3911
135134,813,4701
135135,893,6104
135136,875,3813
135137,875,4803
135138,875,3812
135139,334,3517
135140,202,6400
135141,850,6087
135142,865,3470
135143,808,3398
135144,879,3771
135145,879,3770
135146,879,3769
135147,926,1110
135148,926,3431
135149,894,6905
135150,881,6056
135151,306,3416
135152,874,6002
135153,353,3505
135154,881,3835
135155,307,6338
135156,835,6035
135157,909,1107
135158,886,3912
135159,931,3912
135160,851,3912
135161,877,3794
135162,383,3930
135163,352,942
135164,886,3913
135165,891,3794
135166,894,6007
135167,202,6401
135168,355,6054
135169,885,940
135170,333,6906
135171,310,3513
135172,830,3550
135173,894,6008
135174,341,6907
135175,205,7206
135176,812,6905
135177,865,3471
135178,886,3915
135179,886,3914
135180,846,6050
135181,302,6120
135182,811,6011
135183,919,941
135184,873,6042
135185,855,6023
135186,886,6121
135187,830,6034
135188,831,941
135189,802,3454
135190,802,3455
135191,860,6030
135192,873,4604
135193,320,3311
135194,316,6069
135195,886,6908
135196,874,3385
135197,886,3916
135198,886,6122
135199,359,7023
135200,354,7013
135201,354,7014
135202,354,7015
135203,801,3438
135204,860,3499
135205,355,6055
135206,866,3465
135207,840,3525
135208,330,6115
135209,812,6906
135210,383,3931
135211,310,3514
135212,886,3917
135213,869,3361
135214,886,3918
135215,333,3408
135216,380,6348
135217,855,6026
135218,855,6025
135219,888,6097
135220,373,6031
135221,919,3987
135222,919,3988
135223,919,3989
135224,919,3990
135225,306,3417
135226,302,3523
135227,380,7030
135228,380,7031
135229,380,7032
135230,380,7033
135231,380,7034
135232,305,7012
135233,933,1119
135234,333,6907
135235,380,7035
135236,931,6126
135237,936,3941
135238,330,6116
135239,803,6006
135240,850,6088
135241,830,6035
135242,213,6907
135243,933,1120
135244,894,3367
135245,875,3814
135246,875,3815
135247,813,6005
135248,840,6009
135249,306,6905
135250,926,6158
135252,935,6086
135253,333,1106
135254,333,1107
135255,875,3816
135256,875,3817
135257,873,3944
135258,353,3506
135259,937,6105
135260,210,1104
135261,313,3941
135262,356,6905
135263,874,6905
135264,209,6907
135265,931,3861
135266,916,3372
135267,341,3965
135268,881,3836
135269,330,6117
135270,826,3390
135271,826,3391
135272,826,3392
135273,826,3393
135274,826,3394
135275,370,7010
135276,826,3395
135277,212,6411
135278,933,6215
135279,352,3506
135280,886,3919
135281,860,3500
135282,860,3501
135283,928,3514
135284,330,6118
135285,304,940
135286,391,3875
135287,373,7043
135288,333,3409
135289,873,6043
135290,886,6909
135291,916,941
135292,888,6098
135293,936,1125
135294,812,6907
135295,803,6906
135296,352,6907
135297,886,6910
135298,207,6407
135299,845,3364
135300,801,6907
135301,308,940
135302,354,6028
135303,888,6099
135304,938,3371
135305,886,6911
135306,928,6906
