URN,LA (code),EstablishmentNumber
584309,861,
584310,800,
584312,381,
584313,206,
584314,208,
584315,811,
584316,373,
584317,867,
584318,856,
584319,826,
584320,887,
584321,383,
584323,916,
584324,850,
584326,886,
584327,811,
584328,856,
584329,330,
584330,826,
584331,373,
584332,881,
584333,803,
584334,204,
584335,204,
584336,845,
584337,304,
584338,307,
584339,846,
584341,310,
584342,893,
584343,881,
584344,815,
584345,886,
584346,354,
584347,936,
584348,875,
584349,203,
584350,382,
584351,826,
584352,202,
584353,820,
584354,887,
584356,879,
584366,908,
584367,336,
584369,340,
584370,811,
584371,206,
584372,815,
584375,875,
584376,209,
584377,820,
584378,212,
584380,886,
584381,891,
584382,892,
584383,836,
584385,315,
584386,893,
584387,331,
584388,881,
584407,208,
584416,391,
584418,390,
584419,391,
584420,392,
584437,881,
584450,208,
584451,850,
584452,351,
584453,878,
584454,935,
584455,820,
584456,926,
584457,815,
584458,803,
584459,935,
584460,878,
584461,840,
584462,815,
584463,815,
584465,933,
584467,305,
584468,867,
584469,382,
584470,343,
584473,373,
584474,303,
584475,855,
584476,881,
584477,875,
584478,881,
584479,916,
584481,850,
584482,850,
584483,850,
584484,889,
584485,855,
584486,209,
584487,341,
584488,881,
584489,892,
584490,380,
584491,303,
584494,885,
584501,801,
584503,384,
584504,815,
584508,359,
584510,813,
584512,209,
584513,886,
584514,869,
584515,312,
584516,933,
584517,875,
584519,305,
584520,888,
584521,909,
584522,381,
584523,881,
584524,850,
584525,937,
584526,938,
584527,938,
584528,208,
584529,891,
584530,315,
584531,921,
584532,330,
584533,893,
584534,856,
584536,205,
584541,855,
584542,873,
584543,916,
584544,355,
584545,931,
584546,925,
584547,893,
584548,812,
584549,869,
584550,845,
584551,925,
584552,381,
584553,351,
584554,886,
584555,936,
584556,825,
584557,916,
584558,850,
584559,351,
584560,812,
584561,357,
584562,908,
584563,881,
584564,203,
584565,916,
584566,931,
584567,851,
584568,390,
584569,850,
584570,850,
584571,825,
584572,820,
584573,850,
584574,850,
584575,881,
584576,811,
584578,886,
584579,928,
584580,886,
584581,935,
584582,881,
584583,893,
584584,936,
584585,908,
584586,208,
584587,850,
584589,380,
584590,210,
584591,873,
584592,305,
584593,935,
584594,210,
584595,931,
584596,881,
584597,881,
584598,390,
584599,306,
584600,850,
584601,855,
584602,855,
584603,802,
584604,350,
584605,830,
584606,921,
584607,851,
584608,380,
584609,928,
584612,879,
584613,886,
584614,875,
584615,883,
584616,931,
584618,885,
584619,381,
584620,877,
584621,825,
584623,919,
584624,212,
584625,879,
584626,909,
584627,803,
584628,928,
584629,210,
584630,882,
584631,373,
584632,855,
584633,852,
584634,855,
584635,825,
584636,886,
584637,892,
584638,394,
584639,850,
584640,384,
584641,825,
584642,802,
584644,919,
584645,850,
584646,890,
584647,318,
584649,210,
584650,886,
584651,908,
584652,825,
584653,209,
584654,916,
584655,803,
584656,894,
584657,812,
584658,933,
584661,886,
584662,908,
584663,372,
584664,210,
584665,926,
584666,312,
584667,808,
584668,928,
584669,203,
584670,372,
584671,318,
584672,820,
584673,937,
584674,878,
584677,825,
584678,835,
584679,865,
584680,881,
584681,850,
584682,919,
584683,870,
584684,857,
584685,873,
584686,888,
584687,881,
584688,206,
584689,206,
584690,359,
584691,330,
584692,908,
584693,202,
584700,935,
584701,831,
584702,937,
584703,935,
584704,875,
584705,383,
584706,305,
584707,894,
584708,928,
584710,350,
584711,850,
584712,878,
584713,937,
584714,875,
584715,908,
584716,812,
584717,812,
584718,850,
584719,935,
584720,354,
584721,825,
584722,888,
584723,886,
584724,359,
584725,835,
584726,881,
584727,873,
584728,857,
584729,935,
584730,875,
584731,938,
584732,314,
584733,831,
584734,916,
584735,925,
584736,830,
584737,860,
584738,860,
584740,937,
584742,825,
584743,921,
584744,851,
584745,938,
584746,916,
584747,891,
584748,937,
584749,881,
584750,202,
584751,881,
584752,873,
584753,825,
584754,908,
584755,317,
584756,800,
584757,919,
584758,888,
584759,353,
584760,886,
584761,342,
584762,888,
584763,331,
584764,909,
584767,357,
584770,304,
584772,812,
584773,330,
584774,909,
584775,850,
584776,210,
584779,810,
584780,938,
584781,850,
584782,875,
584783,825,
584784,931,
584787,350,
584788,891,
584789,886,
584790,390,
584791,885,
584792,330,
584795,341,
584796,372,
584797,886,
584798,815,
584799,937,
584800,887,
584801,850,
584802,204,
584803,203,
584804,888,
584805,874,
584806,869,
584808,938,
584809,916,
584810,850,
584811,317,
584812,873,
584814,344,
584816,880,
584817,800,
584818,306,
584819,820,
584820,870,
584821,926,
584822,886,
584823,936,
584824,815,
584826,825,
584827,870,
584828,311,
584829,873,
584830,909,
584831,919,
584832,210,
584833,886,
584834,935,
584835,937,
584836,850,
584837,921,
584838,305,
584839,303,
584842,370,
584843,850,
584844,916,
584845,855,
584846,881,
584847,845,
584848,869,
584850,880,
584851,836,
584852,803,
584853,318,
584856,931,
584857,886,
584858,212,
584859,204,
584860,867,
584861,881,
584862,884,
584864,870,
584865,302,
584866,208,
584867,850,
584868,875,
584869,825,
584871,916,
584873,888,
584875,884,
584876,888,
584877,333,
584878,919,
584882,310,
584883,937,
584884,933,
584885,886,
584886,312,
584887,931,
584888,938,
584889,875,
584890,873,
584891,850,
584892,938,
584894,894,
584895,886,
584896,886,
584897,872,
584898,886,
584899,307,
584903,304,
584904,816,
584905,933,
584906,811,
584907,937,
584908,305,
584909,835,
584910,857,
584912,331,
584913,892,
584914,356,
584915,852,
584917,815,
584918,358,
584919,856,
584920,303,
584921,892,
584925,883,
584926,207,
584927,936,
584928,881,
584929,937,
584930,855,
584931,845,
584932,310,
584934,302,
584939,850,
584940,873,
584941,850,
584942,926,
584943,825,
584944,894,
584948,938,
584949,886,
584950,210,
584951,878,
584952,850,
584953,850,
584954,921,
584955,867,
584956,846,
584957,304,
584958,916,
584959,302,
584960,909,
584961,887,
584962,916,
584963,938,
584964,845,
584965,211,
584966,881,
584967,815,
584969,383,
584970,926,
584971,936,
584972,210,
584973,929,
584974,850,
584977,893,
584978,336,
584979,210,
584980,885,
584981,815,
584982,886,
584983,936,
584984,852,
584985,851,
584986,860,
584987,919,
584988,850,
584989,886,
584990,356,
584991,856,
584992,881,
584993,811,
584994,209,
584995,873,
584996,938,
584997,202,
584998,882,
584999,885,
585000,886,
585001,351,
585002,916,
585003,850,
585004,875,
585005,835,
585006,878,
585007,343,
585008,890,
585009,873,
585010,886,
585011,893,
585012,860,
585013,916,
585015,888,
585016,382,
585017,850,
585018,211,
585020,210,
585021,210,
585022,210,
585023,306,
585024,210,
585025,873,
585026,919,
585027,916,
585028,894,
585029,908,
585030,381,
585031,210,
585033,210,
585034,210,
585035,891,
585036,384,
585037,210,
585038,210,
585039,210,
585040,342,
585041,850,
585042,308,
585043,307,
585044,926,
585045,886,
585046,873,
585047,873,
585048,928,
585049,935,
585050,317,
585051,919,
585052,891,
585054,210,
585055,926,
585056,825,
585057,886,
585058,831,
585059,850,
585060,877,
585061,210,
585062,889,
585063,925,
585064,881,
585065,331,
585069,315,
585070,835,
585071,210,
585072,315,
585073,885,
585074,860,
585075,931,
585076,825,
585077,850,
585078,933,
585079,837,
585080,802,
585081,210,
585082,331,
585083,309,
585084,936,
585085,845,
585086,840,
585087,850,
585088,894,
585089,878,
585090,820,
585091,938,
585093,319,
585094,210,
585096,916,
585097,875,
585098,925,
585099,893,
585100,936,
585101,210,
585102,866,
585103,916,
585104,352,
585105,870,
585106,916,
585107,850,
585108,873,
585109,206,
585110,845,
585111,382,
585112,803,
585113,850,
585114,938,
585115,885,
585116,209,
585117,885,
585119,825,
585120,359,
585121,875,
585122,873,
585123,887,
585124,886,
585125,886,
585126,212,
585127,380,
585128,885,
585129,879,
585130,381,
585131,334,
585132,851,
585133,381,
585134,937,
585135,340,
585136,909,
585137,868,
585138,210,
585139,210,
585140,886,
585141,892,
585142,855,
585143,874,
585144,874,
585145,821,
585146,840,
585147,303,
585148,886,
585149,210,
585150,840,
585151,840,
585152,840,
585153,840,
585154,840,
585155,821,
585156,306,
585157,850,
585158,937,
585159,909,
585160,209,
585161,803,
585162,382,
585163,313,
585164,871,
585165,869,
585166,850,
585167,852,
585168,875,
585169,813,
585170,909,
585171,380,
585172,919,
585173,850,
585174,811,
585175,315,
585176,937,
585177,874,
585178,334,
585179,936,
585180,886,
585183,318,
585184,308,
585185,318,
585186,908,
585187,304,
585193,868,
585194,881,
585195,302,
585196,919,
585197,812,
585198,390,
585199,390,
585200,875,
585201,881,
585202,803,
585203,935,
585204,318,
585205,302,
585206,937,
585207,916,
585208,888,
585209,908,
585210,928,
585211,875,
585212,888,
585213,204,
585214,835,
585215,850,
585216,313,
585217,204,
585218,851,
585219,390,
585220,803,
585221,916,
585222,916,
585223,877,
585224,318,
585226,886,
585227,878,
585228,877,
585229,309,
585230,851,
585231,865,
585232,936,
585233,886,
585234,928,
585235,890,
585236,825,
585237,937,
585238,886,
585239,860,
585240,359,
585241,873,
585242,825,
585243,801,
585244,801,
585245,835,
585246,855,
585247,830,
585248,908,
585249,825,
585250,882,
585251,926,
585252,888,
585253,886,
585254,204,
585255,212,
585256,205,
585257,933,
585258,354,
585259,886,
585260,313,
585261,358,
585262,852,
585263,350,
585264,926,
585265,334,
585266,835,
585267,850,
585268,916,
585269,855,
585270,885,
585271,212,
585272,909,
585273,317,
585274,390,
585275,888,
585277,850,
585278,909,
585279,304,
585280,209,
585281,928,
585282,869,
585283,865,
585284,888,
585285,855,
585286,938,
585287,803,
585288,825,
585289,886,
585290,203,
585291,803,
585292,937,
585293,852,
585294,850,
585295,831,
585296,935,
585297,885,
585298,935,
585299,926,
585300,850,
585301,888,
585302,341,
585303,888,
585304,208,
585305,884,
585306,330,
585307,865,
585308,865,
585309,865,
585310,815,
585315,888,
585316,308,
585317,937,
585318,937,
585319,893,
585320,886,
585321,936,
585322,837,
585323,938,
585324,931,
585325,888,
585326,883,
585327,893,
585328,306,
585329,851,
585330,306,
585331,908,
585332,815,
585333,336,
585334,878,
585335,916,
585336,308,
585337,891,
585338,936,
585339,885,
585340,811,
585341,886,
585343,881,
585344,307,
585345,933,
585346,877,
585347,836,
585348,887,
585349,933,
585350,208,
585352,840,
585353,850,
585354,873,
585355,850,
585356,306,
585357,888,
585358,888,
585359,302,
585360,873,
585361,204,
585362,394,
585363,884,
585364,394,
585365,872,
585366,204,
585367,212,
585369,869,
585370,382,
585371,830,
585372,936,
585373,919,
585374,875,
585375,909,
585376,209,
585377,875,
585378,928,
585379,305,
585380,875,
585381,334,
585382,855,
585383,856,
585384,305,
585385,840,
585386,916,
585387,811,
585389,359,
585390,315,
585391,881,
585392,885,
585393,306,
585394,846,
585395,309,
585396,811,
585397,330,
585399,383,
585400,205,
585401,840,
585402,888,
585403,830,
585404,919,
585405,320,
585406,933,
585407,936,
585409,881,
585410,881,
585411,837,
585412,803,
585413,815,
585414,886,
585415,330,
585416,936,
585417,891,
585418,816,
585419,928,
585420,857,
585421,937,
585423,933,
585424,926,
585426,884,
585427,835,
585428,860,
585429,850,
585431,353,
585432,318,
585433,319,
585434,909,
585435,850,
585436,936,
585437,852,
585438,803,
585439,354,
585440,383,
585441,211,
585442,909,
585443,808,
585444,891,
585445,884,
585446,373,
585447,884,
585448,341,
585449,938,
585452,886,
585453,354,
585454,933,
585455,309,
585456,210,
585460,872,
585462,850,
585463,302,
585464,926,
585465,855,
585466,919,
585467,936,
585471,202,
585472,885,
585473,210,
585474,892,
585475,892,
585476,820,
585477,931,
585478,908,
585479,392,
585480,850,
585482,354,
585484,860,
585485,815,
585486,354,
585487,938,
585488,881,
585489,330,
585490,373,
585493,855,
585495,877,
585496,373,
585497,887,
585498,210,
585500,916,
585501,308,
585502,885,
585503,886,
585504,382,
585505,830,
585506,884,
585508,835,
585509,936,
585510,830,
585511,881,
585512,931,
585514,334,
585515,211,
585516,331,
585518,886,
585519,850,
585520,878,
585522,874,
585523,855,
585524,830,
585525,936,
585526,881,
585527,352,
585528,206,
585529,803,
585531,886,
585532,891,
585533,893,
585534,855,
585535,308,
585536,381,
585538,318,
585539,878,
585540,830,
585541,884,
585542,318,
585546,919,
585547,928,
585548,891,
585549,850,
585550,308,
585551,820,
585552,873,
585553,855,
585554,891,
585555,879,
585556,886,
585557,855,
585558,830,
585559,815,
585560,885,
585561,830,
585562,885,
585563,881,
585564,359,
585565,856,
585566,881,
585567,354,
585568,894,
585570,909,
585571,840,
585572,308,
585573,841,
585574,933,
585575,865,
585576,884,
585578,312,
585579,820,
585580,938,
585581,931,
585582,855,
585583,865,
585584,938,
585585,307,
585586,894,
585587,820,
585588,850,
585589,350,
585590,800,
585591,925,
585592,825,
585593,845,
585594,881,
585595,815,
585596,937,
585597,881,
585598,845,
585599,855,
585600,855,
585601,343,
585603,850,
585605,815,
585606,351,
585607,308,
585608,938,
585609,916,
585611,936,
585612,317,
585613,916,
585614,812,
585615,878,
585616,312,
585617,935,
585618,825,
585620,860,
585621,318,
585622,856,
585623,891,
585624,886,
585625,310,
585626,878,
585627,821,
585628,919,
585629,865,
585630,881,
585631,341,
585632,875,
585633,354,
585634,825,
585635,830,
585901,892,
585902,892,
585949,373,
589808,860,
590050,202,
590051,202,
590101,203,
590102,203,
590150,204,
590151,204,
590152,204,
590155,204,
590156,204,
590200,205,
590201,205,
590202,205,
590203,205,
590250,206,
590251,206,
590252,206,
590253,206,
590254,206,
590255,206,
590256,206,
590257,206,
590258,206,
590259,206,
590260,206,
590261,206,
590262,206,
590263,206,
590264,206,
590265,206,
590266,206,
